id,materialId,judulMateri,mode,indicator,difficulty,difficultyLabel,questionType,question,optA,optB,optC,optD,optE,correct,hint1,hint2,hint3,explanation,remedialMaterialId
M1C-F20-MD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,Modal dasar Rp80.000. Harga jual total Rp100.000. Persentase keuntungan terhadap modal total adalah ....,125%,25%,20%,30%,35%,B,Hitung besar untung terlebih dahulu.,Persentase untung = untung ÷ modal total × 100%.,,Modal total = Rp80.000. Untung = Rp20.000. Persentase untung = Rp20.000 ÷ Rp80.000 × 100% = 25%.,R1
M1C-F20-MD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,Modal dasar Rp150.000. Harga jual total Rp180.000. Persentase keuntungan terhadap modal total adalah ....,20%,15%,"16,67%",25%,30%,A,Hitung besar untung terlebih dahulu.,Persentase untung = untung ÷ modal total × 100%.,,Modal total = Rp150.000. Untung = Rp30.000. Persentase untung = Rp30.000 ÷ Rp150.000 × 100% = 20%.,R1
M1C-F21-MD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,Modal dasar Rp100.000. Harga jual total Rp80.000. Persentase kerugian terhadap modal total adalah ....,80%,25%,15%,20%,30%,D,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,Modal total = Rp100.000. Rugi = Rp20.000. Persentase rugi = Rp20.000 ÷ Rp100.000 × 100% = 20%.,R1
M1C-F21-MD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,Modal dasar Rp80.000. Harga jual total Rp60.000. Persentase kerugian terhadap modal total adalah ....,25%,30%,"33,33%",20%,35%,A,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,Modal total = Rp80.000. Rugi = Rp20.000. Persentase rugi = Rp20.000 ÷ Rp80.000 × 100% = 25%.,R1
M1C-F21-MD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,Modal dasar Rp150.000. Harga jual total Rp120.000. Persentase kerugian terhadap modal total adalah ....,80%,25%,15%,20%,30%,D,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,Modal total = Rp150.000. Rugi = Rp30.000. Persentase rugi = Rp30.000 ÷ Rp150.000 × 100% = 20%.,R1
M1C-F22-MD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,"Modal total sebuah barang adalah Rp100.000. Jika ingin untung 20%, harga jual yang harus ditetapkan adalah ....",Rp120.000,Rp140.000,Rp100.000,Rp110.000,Rp125.000,A,Target untung dihitung dari modal total.,Harga jual total target = 120% × Rp100.000.,,Harga jual total target = Rp120.000.,R1
M1C-F22-MD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,"Modal total sebuah barang adalah Rp80.000. Jika ingin untung 25%, harga jual yang harus ditetapkan adalah ....",Rp90.000,Rp100.000,Rp80.000,Rp120.000,Rp106.667,B,Target untung dihitung dari modal total.,Harga jual total target = 125% × Rp80.000.,,Harga jual total target = Rp100.000.,R1
M1C-F22-MD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,"Modal total sebuah barang adalah Rp150.000. Jika ingin untung 10%, harga jual yang harus ditetapkan adalah ....",Rp180.000,Rp150.000,Rp165.000,Rp157.500,Rp166.667,C,Target untung dihitung dari modal total.,Harga jual total target = 110% × Rp150.000.,,Harga jual total target = Rp165.000.,R1
M1C-F23-MD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,"Modal barang Rp100.000. Barang diberi label harga Rp150.000, lalu terjual dengan diskon 20%. Kondisi transaksi sebenarnya adalah ....",Impas,Untung Rp50.000,Untung Rp20.000,Rugi Rp25.000,Untung Rp10.000,C,Harga jual sebenarnya adalah harga setelah diskon label.,Hitung 80% dari Rp150.000.,,Harga jual sebenarnya = Rp120.000. Modal = Rp100.000. Jadi untung rp20.000.,M1A/R2
M1C-F23-MD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,"Modal barang Rp120.000. Barang diberi label harga Rp150.000, lalu terjual dengan diskon 20%. Kondisi transaksi sebenarnya adalah ....",Untung Rp0,Untung Rp30.000,Untung Rp1.000,Rugi Rp5.000,Impas,E,Harga jual sebenarnya adalah harga setelah diskon label.,Hitung 80% dari Rp150.000.,,Harga jual sebenarnya = Rp120.000. Modal = Rp120.000. Jadi impas.,M1A/R2
M1C-F23-MD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,"Modal barang Rp140.000. Barang diberi label harga Rp180.000, lalu terjual dengan diskon 25%. Kondisi transaksi sebenarnya adalah ....",Rugi Rp5.000,Untung Rp40.000,Impas,Rugi Rp10.000,Rugi Rp2.500,A,Harga jual sebenarnya adalah harga setelah diskon label.,Hitung 75% dari Rp180.000.,,Harga jual sebenarnya = Rp135.000. Modal = Rp140.000. Jadi rugi rp5.000.,M1A/R2
M1C-F24-MD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,1,Mudah,PG,Modal barang Rp90.000 dan harga jual Rp108.000. Kesimpulan yang tepat adalah ....,Impas,Untung Rp18.000,Rugi Rp18.000,Untung Rp90.000,Untung Rp9.000,B,Bandingkan harga jual dan modal.,"Harga jual lebih besar, maka selisihnya adalah untung.",,Untung = Rp108.000 − Rp90.000 = Rp18.000.,R2
M1C-F24-MD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I2,1,Mudah,PG,"Modal barang Rp200.000. Jika ingin untung 10%, harga jualnya adalah ....",Rp220.000,Rp300.000,Rp210.000,Rp240.000,Rp222.222,A,Hitung 10% dari modal.,Tambahkan target untung ke modal.,,Untung = Rp20.000. Harga jual = Rp220.000.,R1
M1C-F24-MD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I2,1,Mudah,PG,Modal Rp120.000 dan harga jual Rp96.000. Persentase kerugiannya adalah ....,10%,20%,15%,25%,30%,B,Hitung besar rugi terlebih dahulu.,Rugi dibandingkan dengan modal.,,Rugi = Rp24.000. Persentase rugi = 20%.,R1
M1C-PRE-MD-V01,M1C,"Untung, Rugi, dan Persentase",PRETEST,I1,1,Mudah,PG,Modal dasar sebuah transaksi adalah Rp50.000. Barang dijual dengan total Rp60.000. Kondisi transaksi tersebut adalah ....,Untung Rp10.000,Rugi Rp60.000,Impas,Rugi Rp15.000,Untung Rp5.000,A,,,,Modal total = Rp50.000. Harga jual = Rp60.000. Jadi untung rp10.000.,R2
M1C-POST-SD-V01,M1C,"Untung, Rugi, dan Persentase",POSTTEST,I1,2,Sedang,PG,"Modal total sebuah barang adalah Rp240.000. Jika ingin untung 15%, harga jual yang harus ditetapkan adalah ....",Rp312.000,Rp240.000,Rp276.000,Rp258.000,Rp282.353,C,,,,Harga jual total target = Rp276.000.,R1
M1C-F17-SD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar sebuah transaksi adalah Rp20.000. Barang dijual dengan total Rp28.000. Kondisi transaksi tersebut adalah ....,Rugi Rp28.000,Rugi Rp13.000,Impas,Untung Rp4.000,Untung Rp8.000,E,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",,Modal total = Rp20.000. Harga jual = Rp28.000. Jadi untung rp8.000.,R2
M1C-F17-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar sebuah transaksi adalah Rp120.000 dan ada biaya tambahan Rp20. Barang dijual dengan total Rp150.000. Kondisi transaksi tersebut adalah ....,Impas,Rugi Rp34.980,Untung Rp30.000,Untung Rp14.990,Untung Rp29.980,E,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",,Modal total = Rp120.020. Harga jual = Rp150.000. Jadi untung rp29.980.,R2
M1C-F17-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar sebuah transaksi adalah Rp80.000. Barang dijual dengan total Rp100.000. Kondisi transaksi tersebut adalah ....,Impas,Rugi Rp100.000,Rugi Rp25.000,Untung Rp20.000,Untung Rp10.000,D,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",,Modal total = Rp80.000. Harga jual = Rp100.000. Jadi untung rp20.000.,R2
M1C-F18-SD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal dasar Rp40.000. Jika harga jual total Rp50.000, besar keuntungannya adalah ....",Rp40.000,Rp5.000,Rp10.000,Rp50.000,Rp20.000,C,Untung = harga jual − modal total.,Modal total = Rp40.000.,,Untung = Rp50.000 − Rp40.000 = Rp10.000.,R2
M1C-F18-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal dasar Rp200.000. Jika harga jual total Rp250.000, besar keuntungannya adalah ....",Rp200.000,Rp25.000,Rp250.000,Rp50.000,Rp100.000,D,Untung = harga jual − modal total.,Modal total = Rp200.000.,,Untung = Rp250.000 − Rp200.000 = Rp50.000.,R2
M1C-F18-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal dasar Rp48.000. Jika harga jual total Rp66.000, besar keuntungannya adalah ....",Rp9.000,Rp48.000,Rp66.000,Rp18.000,Rp36.000,D,Untung = harga jual − modal total.,Modal total = Rp48.000.,,Untung = Rp66.000 − Rp48.000 = Rp18.000.,R2
M1C-F19-SD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp96.000. Barang dijual dengan total Rp80.000. Besar kerugian sebenarnya adalah ....,Rp26.000,Rp16.000,Rp96.000,Rp8.000,Rp32.000,B,Rugi = modal total − harga jual.,Modal total = Rp96.000.,,Rugi = Rp96.000 − Rp80.000 = Rp16.000.,R2
M1C-F19-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp240.000. Barang dijual dengan total Rp210.000. Besar kerugian sebenarnya adalah ....,Rp40.000,Rp15.000,Rp240.000,Rp30.000,Rp60.000,D,Rugi = modal total − harga jual.,Modal total = Rp240.000.,,Rugi = Rp240.000 − Rp210.000 = Rp30.000.,R2
M1C-F19-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp75.000. Barang dijual dengan total Rp60.000. Besar kerugian sebenarnya adalah ....,Rp30.000,Rp25.000,Rp75.000,Rp7.500,Rp15.000,E,Rugi = modal total − harga jual.,Modal total = Rp75.000.,,Rugi = Rp75.000 − Rp60.000 = Rp15.000.,R2
M1C-F20-SD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp200.000. Harga jual total Rp250.000. Persentase keuntungan terhadap modal total adalah ....,125%,25%,20%,30%,35%,B,Hitung besar untung terlebih dahulu.,Persentase untung = untung ÷ modal total × 100%.,,Modal total = Rp200.000. Untung = Rp50.000. Persentase untung = Rp50.000 ÷ Rp200.000 × 100% = 25%.,R1
M1C-F20-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp90.000. Harga jual total Rp108.000. Persentase keuntungan terhadap modal total adalah ....,30%,15%,"16,67%",25%,20%,E,Hitung besar untung terlebih dahulu.,Persentase untung = untung ÷ modal total × 100%.,,Modal total = Rp90.000. Untung = Rp18.000. Persentase untung = Rp18.000 ÷ Rp90.000 × 100% = 20%.,R1
M1C-F20-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp160.000. Harga jual total Rp200.000. Persentase keuntungan terhadap modal total adalah ....,125%,25%,20%,30%,35%,B,Hitung besar untung terlebih dahulu.,Persentase untung = untung ÷ modal total × 100%.,,Modal total = Rp160.000. Untung = Rp40.000. Persentase untung = Rp40.000 ÷ Rp160.000 × 100% = 25%.,R1
M1C-F21-SD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp240.000. Harga jual total Rp192.000. Persentase kerugian terhadap modal total adalah ....,80%,25%,15%,20%,30%,D,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,Modal total = Rp240.000. Rugi = Rp48.000. Persentase rugi = Rp48.000 ÷ Rp240.000 × 100% = 20%.,R1
M1C-F21-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp300.000. Harga jual total Rp255.000. Persentase kerugian terhadap modal total adalah ....,20%,10%,"17,65%",25%,15%,E,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,Modal total = Rp300.000. Rugi = Rp45.000. Persentase rugi = Rp45.000 ÷ Rp300.000 × 100% = 15%.,R1
M1C-F21-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Modal dasar Rp125.000. Harga jual total Rp100.000. Persentase kerugian terhadap modal total adalah ....,80%,25%,15%,20%,30%,D,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,Modal total = Rp125.000. Rugi = Rp25.000. Persentase rugi = Rp25.000 ÷ Rp125.000 × 100% = 20%.,R1
M1C-F22-SD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal total sebuah barang adalah Rp240.000. Jika ingin untung 15%, harga jual yang harus ditetapkan adalah ....",Rp312.000,Rp240.000,Rp276.000,Rp258.000,Rp282.353,C,Target untung dihitung dari modal total.,Harga jual total target = 115% × Rp240.000.,,Harga jual total target = Rp276.000.,R1
M1C-F22-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal total sebuah barang adalah Rp180.000. Jika ingin untung 25%, harga jual yang harus ditetapkan adalah ....",Rp180.000,Rp270.000,Rp202.500,Rp225.000,Rp240.000,D,Target untung dihitung dari modal total.,Harga jual total target = 125% × Rp180.000.,,Harga jual total target = Rp225.000.,R1
M1C-F22-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal total sebuah barang adalah Rp320.000. Jika ingin untung 12,5%, harga jual yang harus ditetapkan adalah ....",Rp360.000,Rp340.000,Rp400.000,Rp320.000,Rp365.714,A,Target untung dihitung dari modal total.,"Harga jual total target = 112,5% × Rp320.000.",,Harga jual total target = Rp360.000.,R1
M1C-F23-SD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal barang Rp200.000. Barang diberi label harga Rp280.000, lalu terjual dengan diskon 25%. Kondisi transaksi sebenarnya adalah ....",Impas,Untung Rp80.000,Untung Rp5.000,Rugi Rp15.000,Untung Rp10.000,E,Harga jual sebenarnya adalah harga setelah diskon label.,Hitung 75% dari Rp280.000.,,Harga jual sebenarnya = Rp210.000. Modal = Rp200.000. Jadi untung rp10.000.,M1A/R2
M1C-F23-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal barang Rp250.000. Barang diberi label harga Rp350.000, lalu terjual dengan diskon 20%. Kondisi transaksi sebenarnya adalah ....",Untung Rp30.000,Rugi Rp35.000,Untung Rp100.000,Impas,Untung Rp15.000,A,Harga jual sebenarnya adalah harga setelah diskon label.,Hitung 80% dari Rp350.000.,,Harga jual sebenarnya = Rp280.000. Modal = Rp250.000. Jadi untung rp30.000.,M1A/R2
M1C-F23-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal barang Rp180.000. Barang diberi label harga Rp240.000, lalu terjual dengan diskon 30%. Kondisi transaksi sebenarnya adalah ....",Untung Rp60.000,Rugi Rp12.000,Rugi Rp17.000,Impas,Rugi Rp6.000,B,Harga jual sebenarnya adalah harga setelah diskon label.,Hitung 70% dari Rp240.000.,,Harga jual sebenarnya = Rp168.000. Modal = Rp180.000. Jadi rugi rp12.000.,M1A/R2
M1C-F24-SD-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Seorang siswa membeli 20 kue seharga Rp3.000 per kue. Semua dijual Rp4.000 per kue. Persentase keuntungan adalah ....,20%,"33,33%",25%,40%,"43,33%",B,Hitung modal total dan untung total.,"Untung dibandingkan dengan modal, bukan harga jual.",,"Modal = Rp60.000. Untung = Rp20.000. Persentase untung = 33,33%.",R1/R2
M1C-F24-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,Barang bermodal Rp160.000 diberi label harga Rp220.000 dan terjual dengan diskon 20%. Kondisi transaksi adalah ....,Untung Rp60.000,Impas,Untung Rp16.000,Rugi Rp16.000,Untung Rp8.000,C,Hitung harga jual setelah diskon.,Harga jual = 80% × Rp220.000.,,Harga jual = Rp176.000. Untung = Rp16.000.,M1A/R2
M1C-F24-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,2,Sedang,PG,"Modal barang Rp250.000. Jika ingin mendapat keuntungan 18%, harga jualnya adalah ....",Rp268.000,Rp300.000,Rp285.000,Rp295.000,Rp304.878,D,Hitung 18% dari Rp250.000.,Tambahkan hasilnya ke modal.,,Untung = Rp45.000. Harga jual = Rp295.000.,R1
M1C-PRE-SD-V02,M1C,"Untung, Rugi, dan Persentase",PRETEST,I1,2,Sedang,PG,Modal dasar Rp240.000. Barang dijual dengan total Rp210.000. Besar kerugian sebenarnya adalah ....,Rp40.000,Rp15.000,Rp240.000,Rp30.000,Rp60.000,D,,,,Rugi = Rp240.000 − Rp210.000 = Rp30.000.,R2
M1C-PRE-SD-V03,M1C,"Untung, Rugi, dan Persentase",PRETEST,I1,2,Sedang,PG,Modal dasar Rp75.000. Barang dijual dengan total Rp60.000. Besar kerugian sebenarnya adalah ....,Rp15.000,Rp25.000,Rp75.000,Rp7.500,Rp30.000,A,,,,Rugi = Rp75.000 − Rp60.000 = Rp15.000.,R2
M1C-POST-SL-V01,M1C,"Untung, Rugi, dan Persentase",POSTTEST,I1,3,Sulit,PG,"Modal dasar Rp60.000 dan biaya tambahan Rp10.000. Jika harga jual total Rp80.000, besar keuntungannya adalah ....",Rp80.000,Rp60.000,Rp20.000,Rp5.000,Rp10.000,E,,,,Untung = Rp80.000 − Rp70.000 = Rp10.000.,R2
M1C-F17-SL-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar sebuah transaksi adalah Rp250.000 dan ada biaya tambahan Rp30.000. Barang dijual dengan total Rp315.000. Kondisi transaksi tersebut adalah ....,Untung Rp65.000,Rugi Rp40.000,Untung Rp17.500,Impas,Untung Rp35.000,E,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",,Modal total = Rp280.000. Harga jual = Rp315.000. Jadi untung rp35.000.,R2
M1C-F17-SL-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar sebuah transaksi adalah Rp270.000 dan ada biaya tambahan Rp30.000. Barang dijual dengan total Rp330.000. Kondisi transaksi tersebut adalah ....,Rugi Rp35.000,Untung Rp30.000,Untung Rp60.000,Impas,Untung Rp15.000,B,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",,Modal total = Rp300.000. Harga jual = Rp330.000. Jadi untung rp30.000.,R2
M1C-F17-SL-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar sebuah transaksi adalah Rp500.000 dan ada biaya tambahan Rp75.000. Barang dijual dengan total Rp540.000. Kondisi transaksi tersebut adalah ....,Untung Rp40.000,Rugi Rp35.000,Impas,Rugi Rp40.000,Rugi Rp17.500,B,Bandingkan harga jual dengan modal total.,"Jika ada biaya tambahan, tambahkan dulu ke modal sebelum menentukan untung/rugi.",,Modal total = Rp575.000. Harga jual = Rp540.000. Jadi rugi rp35.000.,R2
M1C-F18-SL-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,"Modal dasar Rp60.000 dan biaya tambahan Rp10.000. Jika harga jual total Rp80.000, besar keuntungannya adalah ....",Rp80.000,Rp60.000,Rp20.000,Rp5.000,Rp10.000,E,Untung = harga jual − modal total.,Modal total = Rp70.000.,,Untung = Rp80.000 − Rp70.000 = Rp10.000.,R2
M1C-F18-SL-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,"Modal dasar Rp60.000 dan biaya tambahan Rp15.000. Jika harga jual total Rp90.000, besar keuntungannya adalah ....",Rp30.000,Rp60.000,Rp15.000,Rp90.000,Rp7.500,C,Untung = harga jual − modal total.,Modal total = Rp75.000.,,Untung = Rp90.000 − Rp75.000 = Rp15.000.,R2
M1C-F18-SL-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,"Modal dasar Rp350.000 dan biaya tambahan Rp40.000. Jika harga jual total Rp425.000, besar keuntungannya adalah ....",Rp35.000,Rp425.000,Rp75.000,Rp350.000,Rp17.500,A,Untung = harga jual − modal total.,Modal total = Rp390.000.,,Untung = Rp425.000 − Rp390.000 = Rp35.000.,R2
M1C-F19-SL-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp300.000 dan biaya tambahan Rp25.000. Barang dijual dengan total Rp310.000. Besar kerugian sebenarnya adalah ....,Rp325.000,Rp10.000,Rp25.000,Rp7.500,Rp15.000,E,Rugi = modal total − harga jual.,Modal total = Rp325.000.,,Rugi = Rp325.000 − Rp310.000 = Rp15.000.,R2
M1C-F19-SL-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp150.000 dan biaya tambahan Rp20.000. Barang dijual dengan total Rp165.000. Besar kerugian sebenarnya adalah ....,Rp170.000,Rp15.000,Rp20.000,Rp5.000,Rp2.500,D,Rugi = modal total − harga jual.,Modal total = Rp170.000.,,Rugi = Rp170.000 − Rp165.000 = Rp5.000.,R2
M1C-F19-SL-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp500.000 dan biaya tambahan Rp60.000. Barang dijual dengan total Rp540.000. Besar kerugian sebenarnya adalah ....,Rp20.000,Rp560.000,Rp60.000,Rp40.000,Rp10.000,A,Rugi = modal total − harga jual.,Modal total = Rp560.000.,,Rugi = Rp560.000 − Rp540.000 = Rp20.000.,R2
M1C-F20-SL-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp250.000 dan biaya tambahan Rp50.000. Harga jual total Rp360.000. Persentase keuntungan terhadap modal total adalah ....,20%,15%,"16,67%",25%,30%,A,Hitung besar untung terlebih dahulu.,Persentase untung = untung ÷ modal total × 100%.,,Modal total = Rp300.000. Untung = Rp60.000. Persentase untung = Rp60.000 ÷ Rp300.000 × 100% = 20%.,R1
M1C-F20-SL-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp200.000. Harga jual total Rp234.000. Persentase keuntungan terhadap modal total adalah ....,22%,12%,17%,"14,53%",27%,C,Hitung besar untung terlebih dahulu.,Persentase untung = untung ÷ modal total × 100%.,,Modal total = Rp200.000. Untung = Rp34.000. Persentase untung = Rp34.000 ÷ Rp200.000 × 100% = 17%.,R1
M1C-F20-SL-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp100.000 dan biaya tambahan Rp20.000. Harga jual total Rp140.000. Persentase keuntungan terhadap modal total adalah ....,"11,67%","14,29%","16,67%","21,67%","26,67%",C,Hitung besar untung terlebih dahulu.,Persentase untung = untung ÷ modal total × 100%.,,"Modal total = Rp120.000. Untung = Rp20.000. Persentase untung = Rp20.000 ÷ Rp120.000 × 100% = 16,67%.",R1
M1C-F21-SL-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp400.000 dan biaya tambahan Rp50.000. Harga jual total Rp405.000. Persentase kerugian terhadap modal total adalah ....,15%,"11,11%",10%,5%,20%,C,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,Modal total = Rp450.000. Rugi = Rp45.000. Persentase rugi = Rp45.000 ÷ Rp450.000 × 100% = 10%.,R1
M1C-F21-SL-V02,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp250.000. Harga jual total Rp210.000. Persentase kerugian terhadap modal total adalah ....,11%,21%,"19,05%",16%,26%,D,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,Modal total = Rp250.000. Rugi = Rp40.000. Persentase rugi = Rp40.000 ÷ Rp250.000 × 100% = 16%.,R1
M1C-F21-SL-V03,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,Modal dasar Rp160.000 dan biaya tambahan Rp20.000. Harga jual total Rp160.000. Persentase kerugian terhadap modal total adalah ....,"6,11%","12,5%","16,11%","11,11%","21,11%",D,Hitung besar rugi terlebih dahulu.,Persentase rugi = rugi ÷ modal total × 100%.,,"Modal total = Rp180.000. Rugi = Rp20.000. Persentase rugi = Rp20.000 ÷ Rp180.000 × 100% = 11,11%.",R1
M1C-F22-SL-V01,M1C,"Untung, Rugi, dan Persentase",PRACTICE,I1,3,Sulit,PG,"Modal total sebuah barang adalah Rp130.000. Jika ingin untung 25%, harga jual yang harus ditetapkan adalah ....",Rp162.500,Rp130.000,Rp146.250,Rp195.000,Rp173.333,A,Target untung dihitung dari modal total.,Harga jual total target = 125% × Rp130.000.,,Harga jual total target = Rp162.500.,R1
